date,cluster,group,split
2008-05-25,3,LOAD_WEEKEND_HOLIDAY,train
2008-05-31,0,LOAD_WEEKEND_HOLIDAY,train
2008-06-01,4,LOAD_WEEKEND_HOLIDAY,train
2008-06-07,3,LOAD_WEEKEND_HOLIDAY,train
2008-06-08,3,LOAD_WEEKEND_HOLIDAY,train
2008-06-14,2,LOAD_WEEKEND_HOLIDAY,train
2008-06-15,3,LOAD_WEEKEND_HOLIDAY,train
2008-06-21,0,LOAD_WEEKEND_HOLIDAY,train
2008-06-22,0,LOAD_WEEKEND_HOLIDAY,train
2008-06-28,2,LOAD_WEEKEND_HOLIDAY,train
2008-06-29,2,LOAD_WEEKEND_HOLIDAY,train
2008-07-05,4,LOAD_WEEKEND_HOLIDAY,train
2008-07-06,3,LOAD_WEEKEND_HOLIDAY,train
2008-07-12,6,LOAD_WEEKEND_HOLIDAY,train
2008-07-13,0,LOAD_WEEKEND_HOLIDAY,train
2008-07-19,0,LOAD_WEEKEND_HOLIDAY,train
2008-07-20,2,LOAD_WEEKEND_HOLIDAY,train
2008-07-26,2,LOAD_WEEKEND_HOLIDAY,train
2008-07-27,2,LOAD_WEEKEND_HOLIDAY,train
2008-08-02,2,LOAD_WEEKEND_HOLIDAY,train
2008-08-03,2,LOAD_WEEKEND_HOLIDAY,train
2008-08-09,2,LOAD_WEEKEND_HOLIDAY,train
