date,cluster,group,split
2007-02-16,0,LOAD_WEEKDAY,train
2007-02-19,2,LOAD_WEEKDAY,train
2007-02-20,3,LOAD_WEEKDAY,train
2007-02-21,2,LOAD_WEEKDAY,train
2007-02-22,2,LOAD_WEEKDAY,train
2007-02-23,1,LOAD_WEEKDAY,train
2007-02-26,1,LOAD_WEEKDAY,train
2007-02-27,1,LOAD_WEEKDAY,train
2007-02-28,1,LOAD_WEEKDAY,train
2007-03-01,1,LOAD_WEEKDAY,train
2007-03-02,1,LOAD_WEEKDAY,train
2007-03-05,4,LOAD_WEEKDAY,train
2007-03-06,5,LOAD_WEEKDAY,train
2007-03-07,5,LOAD_WEEKDAY,train
2007-03-08,5,LOAD_WEEKDAY,train
2007-03-09,1,LOAD_WEEKDAY,train
2007-03-12,0,LOAD_WEEKDAY,train
2007-03-13,0,LOAD_WEEKDAY,train
2007-03-14,0,LOAD_WEEKDAY,train
2007-03-15,5,LOAD_WEEKDAY,train
2007-03-16,0,LOAD_WEEKDAY,train
2007-03-19,2,LOAD_WEEKDAY,train
2007-03-20,4,LOAD_WEEKDAY,train
2007-03-21,3,LOAD_WEEKDAY,train
2007-03-22,0,LOAD_WEEKDAY,train
2007-03-23,0,LOAD_WEEKDAY,train
2007-03-26,0,LOAD_WEEKDAY,train
2007-03-27,5,LOAD_WEEKDAY,train
2007-03-28,4,LOAD_WEEKDAY,train
2007-03-29,0,LOAD_WEEKDAY,train
2007-03-30,0,LOAD_WEEKDAY,train
2007-04-02,0,LOAD_WEEKDAY,train
2007-04-03,4,LOAD_WEEKDAY,train
2007-04-04,3,LOAD_WEEKDAY,train
2007-04-05,4,LOAD_WEEKDAY,train
2007-04-06,0,LOAD_WEEKDAY,train
2007-04-09,1,LOAD_WEEKDAY,train
2007-04-10,1,LOAD_WEEKDAY,train
2007-04-11,1,LOAD_WEEKDAY,train
2007-04-12,1,LOAD_WEEKDAY,train
2007-04-13,1,LOAD_WEEKDAY,train
2007-04-16,5,LOAD_WEEKDAY,train
2007-04-17,5,LOAD_WEEKDAY,train
2007-04-18,1,LOAD_WEEKDAY,train
2007-04-19,1,LOAD_WEEKDAY,train
2007-04-20,5,LOAD_WEEKDAY,train
2007-04-23,1,LOAD_WEEKDAY,train
2007-04-24,1,LOAD_WEEKDAY,train
2007-04-25,5,LOAD_WEEKDAY,train
2007-04-26,1,LOAD_WEEKDAY,train
2007-04-27,5,LOAD_WEEKDAY,train
2007-04-30,1,LOAD_WEEKDAY,train
2007-05-02,1,LOAD_WEEKDAY,train
2007-05-03,1,LOAD_WEEKDAY,train
2007-05-04,0,LOAD_WEEKDAY,train
2007-05-07,0,LOAD_WEEKDAY,train
2007-05-08,3,LOAD_WEEKDAY,train
2007-05-09,0,LOAD_WEEKDAY,train
2007-05-10,1,LOAD_WEEKDAY,train
2007-05-11,1,LOAD_WEEKDAY,train
2007-05-14,5,LOAD_WEEKDAY,train
2007-05-15,1,LOAD_WEEKDAY,train
2007-05-16,3,LOAD_WEEKDAY,train
2007-05-17,1,LOAD_WEEKDAY,train
2007-05-18,3,LOAD_WEEKDAY,train
2007-05-21,1,LOAD_WEEKDAY,train
2007-05-22,5,LOAD_WEEKDAY,train
2007-05-23,1,LOAD_WEEKDAY,train
2007-05-24,5,LOAD_WEEKDAY,train
2007-05-25,4,LOAD_WEEKDAY,train
2007-05-28,5,LOAD_WEEKDAY,train
2007-05-29,1,LOAD_WEEKDAY,train
2007-05-30,5,LOAD_WEEKDAY,train
2007-05-31,1,LOAD_WEEKDAY,train
2007-06-01,1,LOAD_WEEKDAY,train
2007-06-04,1,LOAD_WEEKDAY,train
2007-06-05,2,LOAD_WEEKDAY,train
2007-06-06,0,LOAD_WEEKDAY,train
2007-06-07,1,LOAD_WEEKDAY,train
2007-06-08,4,LOAD_WEEKDAY,train
2007-06-11,1,LOAD_WEEKDAY,train
2007-06-12,1,LOAD_WEEKDAY,train
2007-06-13,1,LOAD_WEEKDAY,train
2007-06-14,2,LOAD_WEEKDAY,train
2007-06-15,1,LOAD_WEEKDAY,train
2007-06-18,1,LOAD_WEEKDAY,train
2007-06-19,1,LOAD_WEEKDAY,train
2007-06-20,5,LOAD_WEEKDAY,train
2007-06-21,1,LOAD_WEEKDAY,train
2007-06-22,1,LOAD_WEEKDAY,train
2007-06-25,5,LOAD_WEEKDAY,train
2007-06-26,5,LOAD_WEEKDAY,train
2007-06-27,4,LOAD_WEEKDAY,train
2007-06-28,5,LOAD_WEEKDAY,train
2007-06-29,5,LOAD_WEEKDAY,train
2007-07-02,5,LOAD_WEEKDAY,train
2007-07-03,5,LOAD_WEEKDAY,train
2007-07-04,1,LOAD_WEEKDAY,train
2007-07-05,5,LOAD_WEEKDAY,train
2007-07-06,5,LOAD_WEEKDAY,train
2007-07-09,0,LOAD_WEEKDAY,train
2007-07-10,0,LOAD_WEEKDAY,train
2007-07-11,1,LOAD_WEEKDAY,train
2007-07-12,5,LOAD_WEEKDAY,train
2007-07-13,1,LOAD_WEEKDAY,train
2007-07-16,1,LOAD_WEEKDAY,train
2007-07-17,1,LOAD_WEEKDAY,train
2007-07-18,1,LOAD_WEEKDAY,train
2007-07-19,1,LOAD_WEEKDAY,train
2007-07-20,1,LOAD_WEEKDAY,train
2007-07-23,1,LOAD_WEEKDAY,train
2007-07-24,1,LOAD_WEEKDAY,train
2007-07-25,1,LOAD_WEEKDAY,train
2007-07-26,5,LOAD_WEEKDAY,train
2007-07-27,1,LOAD_WEEKDAY,train
2007-07-30,1,LOAD_WEEKDAY,train
2007-07-31,1,LOAD_WEEKDAY,train
2007-08-01,1,LOAD_WEEKDAY,train
2007-08-02,1,LOAD_WEEKDAY,train
2007-08-03,1,LOAD_WEEKDAY,train
2007-08-06,1,LOAD_WEEKDAY,train
2007-08-07,0,LOAD_WEEKDAY,train
2007-08-08,5,LOAD_WEEKDAY,train
2007-08-09,5,LOAD_WEEKDAY,train
2007-08-10,5,LOAD_WEEKDAY,train
2007-08-13,1,LOAD_WEEKDAY,train
2007-08-14,0,LOAD_WEEKDAY,train
2007-08-15,1,LOAD_WEEKDAY,train
2007-08-16,1,LOAD_WEEKDAY,train
2007-08-17,1,LOAD_WEEKDAY,train
2007-08-20,1,LOAD_WEEKDAY,train
2007-08-21,1,LOAD_WEEKDAY,train
2007-08-22,5,LOAD_WEEKDAY,train
2007-08-23,1,LOAD_WEEKDAY,train
2007-08-24,3,LOAD_WEEKDAY,train
2007-08-27,2,LOAD_WEEKDAY,train
2007-08-28,1,LOAD_WEEKDAY,train
2007-08-29,1,LOAD_WEEKDAY,train
2007-08-30,5,LOAD_WEEKDAY,train
2007-08-31,5,LOAD_WEEKDAY,train
2007-09-03,1,LOAD_WEEKDAY,train
2007-09-04,5,LOAD_WEEKDAY,train
2007-09-05,0,LOAD_WEEKDAY,train
2007-09-06,1,LOAD_WEEKDAY,train
2007-09-07,5,LOAD_WEEKDAY,train
2007-09-10,0,LOAD_WEEKDAY,train
2007-09-11,5,LOAD_WEEKDAY,train
2007-09-12,0,LOAD_WEEKDAY,train
2007-09-13,5,LOAD_WEEKDAY,train
2007-09-14,1,LOAD_WEEKDAY,train
2007-09-17,4,LOAD_WEEKDAY,train
2007-09-18,0,LOAD_WEEKDAY,train
2007-09-19,5,LOAD_WEEKDAY,train
2007-09-20,0,LOAD_WEEKDAY,train
2007-09-21,0,LOAD_WEEKDAY,train
2007-09-24,5,LOAD_WEEKDAY,train
2007-09-25,0,LOAD_WEEKDAY,train
2007-09-26,5,LOAD_WEEKDAY,train
2007-09-27,0,LOAD_WEEKDAY,train
2007-09-28,3,LOAD_WEEKDAY,train
2007-10-01,3,LOAD_WEEKDAY,train
2007-10-02,3,LOAD_WEEKDAY,train
2007-10-03,1,LOAD_WEEKDAY,train
2007-10-04,5,LOAD_WEEKDAY,train
2007-10-05,1,LOAD_WEEKDAY,train
2007-10-08,0,LOAD_WEEKDAY,train
2007-10-09,5,LOAD_WEEKDAY,train
2007-10-10,5,LOAD_WEEKDAY,train
2007-10-11,4,LOAD_WEEKDAY,train
2007-10-12,3,LOAD_WEEKDAY,train
2007-10-15,5,LOAD_WEEKDAY,train
2007-10-16,3,LOAD_WEEKDAY,train
2007-10-17,0,LOAD_WEEKDAY,train
2007-10-18,5,LOAD_WEEKDAY,train
2007-10-19,3,LOAD_WEEKDAY,train
2007-10-22,1,LOAD_WEEKDAY,train
2007-10-23,4,LOAD_WEEKDAY,train
2007-10-24,2,LOAD_WEEKDAY,train
2007-10-25,2,LOAD_WEEKDAY,train
2007-10-26,0,LOAD_WEEKDAY,train
2007-10-29,1,LOAD_WEEKDAY,train
2007-10-30,5,LOAD_WEEKDAY,train
2007-10-31,5,LOAD_WEEKDAY,train
2007-11-01,1,LOAD_WEEKDAY,train
2007-11-02,5,LOAD_WEEKDAY,train
2007-11-05,1,LOAD_WEEKDAY,train
2007-11-06,3,LOAD_WEEKDAY,train
2007-11-07,4,LOAD_WEEKDAY,train
2007-11-08,5,LOAD_WEEKDAY,train
2007-11-09,3,LOAD_WEEKDAY,train
2007-11-12,2,LOAD_WEEKDAY,train
2007-11-13,4,LOAD_WEEKDAY,train
2007-11-14,3,LOAD_WEEKDAY,train
2007-11-15,0,LOAD_WEEKDAY,train
2007-11-16,3,LOAD_WEEKDAY,train
2007-11-19,0,LOAD_WEEKDAY,train
2007-11-20,3,LOAD_WEEKDAY,train
2007-11-21,5,LOAD_WEEKDAY,train
2007-11-22,4,LOAD_WEEKDAY,train
2007-11-23,3,LOAD_WEEKDAY,train
2007-11-26,0,LOAD_WEEKDAY,train
2007-11-27,3,LOAD_WEEKDAY,train
2007-11-28,0,LOAD_WEEKDAY,train
2007-11-29,0,LOAD_WEEKDAY,train
2007-11-30,3,LOAD_WEEKDAY,train
2007-12-03,5,LOAD_WEEKDAY,train
2007-12-04,3,LOAD_WEEKDAY,train
2007-12-05,3,LOAD_WEEKDAY,train
2007-12-06,2,LOAD_WEEKDAY,train
2007-12-07,3,LOAD_WEEKDAY,train
2007-12-10,0,LOAD_WEEKDAY,train
2007-12-11,5,LOAD_WEEKDAY,train
2007-12-12,0,LOAD_WEEKDAY,train
2007-12-13,5,LOAD_WEEKDAY,train
2007-12-14,5,LOAD_WEEKDAY,train
2007-12-17,5,LOAD_WEEKDAY,train
2007-12-18,3,LOAD_WEEKDAY,train
2007-12-19,0,LOAD_WEEKDAY,train
2007-12-20,3,LOAD_WEEKDAY,train
2007-12-21,0,LOAD_WEEKDAY,train
2007-12-24,3,LOAD_WEEKDAY,train
2007-12-27,3,LOAD_WEEKDAY,train
2007-12-28,2,LOAD_WEEKDAY,train
2007-12-31,3,LOAD_WEEKDAY,train
2008-01-02,0,LOAD_WEEKDAY,train
2008-01-03,0,LOAD_WEEKDAY,train
2008-01-04,3,LOAD_WEEKDAY,train
2008-01-07,0,LOAD_WEEKDAY,train
2008-01-08,3,LOAD_WEEKDAY,train
2008-01-09,0,LOAD_WEEKDAY,train
2008-01-10,5,LOAD_WEEKDAY,train
2008-01-11,0,LOAD_WEEKDAY,train
2008-01-14,4,LOAD_WEEKDAY,train
2008-01-15,3,LOAD_WEEKDAY,train
2008-01-16,3,LOAD_WEEKDAY,train
2008-01-17,0,LOAD_WEEKDAY,train
2008-01-18,3,LOAD_WEEKDAY,train
2008-01-21,0,LOAD_WEEKDAY,train
2008-01-22,3,LOAD_WEEKDAY,train
2008-01-23,0,LOAD_WEEKDAY,train
2008-01-24,5,LOAD_WEEKDAY,train
2008-01-25,3,LOAD_WEEKDAY,train
2008-01-28,2,LOAD_WEEKDAY,train
2008-01-29,3,LOAD_WEEKDAY,train
2008-01-30,0,LOAD_WEEKDAY,train
2008-01-31,2,LOAD_WEEKDAY,train
2008-02-01,1,LOAD_WEEKDAY,train
2008-02-04,0,LOAD_WEEKDAY,train
2008-02-05,3,LOAD_WEEKDAY,train
2008-02-06,0,LOAD_WEEKDAY,train
2008-02-07,0,LOAD_WEEKDAY,train
2008-02-08,3,LOAD_WEEKDAY,train
2008-02-11,0,LOAD_WEEKDAY,train
2008-02-12,3,LOAD_WEEKDAY,train
2008-02-13,0,LOAD_WEEKDAY,train
2008-02-14,0,LOAD_WEEKDAY,train
2008-02-15,2,LOAD_WEEKDAY,train
2008-02-18,0,LOAD_WEEKDAY,train
2008-02-19,3,LOAD_WEEKDAY,train
2008-02-20,4,LOAD_WEEKDAY,train
2008-02-21,0,LOAD_WEEKDAY,train
2008-02-22,3,LOAD_WEEKDAY,train
2008-02-25,1,LOAD_WEEKDAY,train
2008-02-26,1,LOAD_WEEKDAY,train
2008-02-27,1,LOAD_WEEKDAY,train
2008-02-28,1,LOAD_WEEKDAY,train
2008-02-29,5,LOAD_WEEKDAY,train
2008-03-03,1,LOAD_WEEKDAY,train
2008-03-04,5,LOAD_WEEKDAY,train
2008-03-05,4,LOAD_WEEKDAY,train
2008-03-06,3,LOAD_WEEKDAY,train
2008-03-07,3,LOAD_WEEKDAY,train
2008-03-10,0,LOAD_WEEKDAY,train
2008-03-11,3,LOAD_WEEKDAY,train
2008-03-12,0,LOAD_WEEKDAY,train
2008-03-13,4,LOAD_WEEKDAY,train
2008-03-14,3,LOAD_WEEKDAY,train
2008-03-17,0,LOAD_WEEKDAY,train
2008-03-18,5,LOAD_WEEKDAY,train
2008-03-19,5,LOAD_WEEKDAY,train
2008-03-20,5,LOAD_WEEKDAY,train
2008-03-21,5,LOAD_WEEKDAY,train
2008-03-24,3,LOAD_WEEKDAY,train
2008-03-25,3,LOAD_WEEKDAY,train
2008-03-26,1,LOAD_WEEKDAY,train
2008-03-27,1,LOAD_WEEKDAY,train
2008-03-28,3,LOAD_WEEKDAY,train
2008-03-31,0,LOAD_WEEKDAY,train
2008-04-01,3,LOAD_WEEKDAY,train
2008-04-02,2,LOAD_WEEKDAY,train
2008-04-03,1,LOAD_WEEKDAY,train
2008-04-04,1,LOAD_WEEKDAY,train
2008-04-07,0,LOAD_WEEKDAY,train
2008-04-08,3,LOAD_WEEKDAY,train
2008-04-09,1,LOAD_WEEKDAY,train
2008-04-10,0,LOAD_WEEKDAY,train
2008-04-11,0,LOAD_WEEKDAY,train
2008-04-14,0,LOAD_WEEKDAY,train
2008-04-15,3,LOAD_WEEKDAY,train
2008-04-16,1,LOAD_WEEKDAY,train
2008-04-17,0,LOAD_WEEKDAY,train
2008-04-18,3,LOAD_WEEKDAY,train
2008-04-21,1,LOAD_WEEKDAY,train
2008-04-22,5,LOAD_WEEKDAY,train
2008-04-23,5,LOAD_WEEKDAY,train
2008-04-24,1,LOAD_WEEKDAY,train
2008-04-25,5,LOAD_WEEKDAY,train
2008-04-28,1,LOAD_WEEKDAY,train
2008-04-29,2,LOAD_WEEKDAY,train
2008-04-30,1,LOAD_WEEKDAY,train
2008-05-02,0,LOAD_WEEKDAY,train
2008-05-05,1,LOAD_WEEKDAY,train
2008-05-06,5,LOAD_WEEKDAY,train
2008-05-07,1,LOAD_WEEKDAY,train
2008-05-08,3,LOAD_WEEKDAY,train
2008-05-09,0,LOAD_WEEKDAY,train
2008-05-12,0,LOAD_WEEKDAY,train
2008-05-13,5,LOAD_WEEKDAY,train
2008-05-14,0,LOAD_WEEKDAY,train
2008-05-15,5,LOAD_WEEKDAY,train
2008-05-16,5,LOAD_WEEKDAY,train
2008-05-19,1,LOAD_WEEKDAY,train
2008-05-20,3,LOAD_WEEKDAY,train
2008-05-21,2,LOAD_WEEKDAY,train
2008-05-22,1,LOAD_WEEKDAY,train
2008-05-23,1,LOAD_WEEKDAY,train
2008-05-26,5,LOAD_WEEKDAY,train
2008-05-27,0,LOAD_WEEKDAY,train
2008-05-28,5,LOAD_WEEKDAY,train
2008-05-29,1,LOAD_WEEKDAY,train
2008-05-30,1,LOAD_WEEKDAY,train
2008-06-02,1,LOAD_WEEKDAY,train
2008-06-03,2,LOAD_WEEKDAY,train
2008-06-04,0,LOAD_WEEKDAY,train
2008-06-05,1,LOAD_WEEKDAY,train
2008-06-06,1,LOAD_WEEKDAY,train
2008-06-09,5,LOAD_WEEKDAY,train
2008-06-10,1,LOAD_WEEKDAY,train
2008-06-11,1,LOAD_WEEKDAY,train
2008-06-12,0,LOAD_WEEKDAY,train
2008-06-13,3,LOAD_WEEKDAY,train
2008-06-16,0,LOAD_WEEKDAY,train
2008-06-17,1,LOAD_WEEKDAY,train
2008-06-18,5,LOAD_WEEKDAY,train
2008-06-19,0,LOAD_WEEKDAY,train
2008-06-20,5,LOAD_WEEKDAY,train
2008-06-23,1,LOAD_WEEKDAY,train
2008-06-24,3,LOAD_WEEKDAY,train
2008-06-25,1,LOAD_WEEKDAY,train
2008-06-26,1,LOAD_WEEKDAY,train
2008-06-27,3,LOAD_WEEKDAY,train
2008-06-30,1,LOAD_WEEKDAY,train
2008-07-01,2,LOAD_WEEKDAY,train
2008-07-02,1,LOAD_WEEKDAY,train
2008-07-03,5,LOAD_WEEKDAY,train
2008-07-04,1,LOAD_WEEKDAY,train
2008-07-07,1,LOAD_WEEKDAY,train
2008-07-08,5,LOAD_WEEKDAY,train
2008-07-09,1,LOAD_WEEKDAY,train
2008-07-10,1,LOAD_WEEKDAY,train
2008-07-11,1,LOAD_WEEKDAY,train
2008-07-14,1,LOAD_WEEKDAY,train
2008-07-15,1,LOAD_WEEKDAY,train
2008-07-16,5,LOAD_WEEKDAY,train
2008-07-17,1,LOAD_WEEKDAY,train
2008-07-18,1,LOAD_WEEKDAY,train
2008-07-21,1,LOAD_WEEKDAY,train
2008-07-22,1,LOAD_WEEKDAY,train
2008-07-23,1,LOAD_WEEKDAY,train
2008-07-24,1,LOAD_WEEKDAY,train
2008-07-25,1,LOAD_WEEKDAY,train
2008-07-28,1,LOAD_WEEKDAY,train
2008-07-29,1,LOAD_WEEKDAY,train
2008-07-30,1,LOAD_WEEKDAY,train
2008-07-31,2,LOAD_WEEKDAY,train
2008-08-01,1,LOAD_WEEKDAY,train
2008-08-04,5,LOAD_WEEKDAY,train
2008-08-05,1,LOAD_WEEKDAY,train
2008-08-06,1,LOAD_WEEKDAY,train
2008-08-07,1,LOAD_WEEKDAY,train
2008-08-08,1,LOAD_WEEKDAY,train
