date,cluster,group,split
2007-02-13,3,PV_ALL,train
2007-02-14,0,PV_ALL,train
2007-02-15,3,PV_ALL,train
2007-02-16,3,PV_ALL,train
2007-02-17,3,PV_ALL,train
2007-02-18,0,PV_ALL,train
2007-02-19,0,PV_ALL,train
2007-02-20,0,PV_ALL,train
2007-02-21,2,PV_ALL,train
2007-02-22,0,PV_ALL,train
2007-02-23,3,PV_ALL,train
2007-02-24,3,PV_ALL,train
2007-02-25,0,PV_ALL,train
2007-02-26,2,PV_ALL,train
2007-02-27,1,PV_ALL,train
2007-02-28,1,PV_ALL,train
2007-03-01,3,PV_ALL,train
2007-03-02,3,PV_ALL,train
2007-03-03,3,PV_ALL,train
2007-03-04,0,PV_ALL,train
2007-03-05,3,PV_ALL,train
2007-03-06,3,PV_ALL,train
2007-03-07,3,PV_ALL,train
2007-03-08,3,PV_ALL,train
2007-03-09,0,PV_ALL,train
2007-03-10,3,PV_ALL,train
2007-03-11,3,PV_ALL,train
2007-03-12,3,PV_ALL,train
2007-03-13,3,PV_ALL,train
2007-03-14,3,PV_ALL,train
2007-03-15,3,PV_ALL,train
2007-03-16,3,PV_ALL,train
2007-03-17,0,PV_ALL,train
2007-03-18,3,PV_ALL,train
2007-03-19,3,PV_ALL,train
2007-03-20,1,PV_ALL,train
2007-03-21,1,PV_ALL,train
2007-03-22,3,PV_ALL,train
2007-03-23,3,PV_ALL,train
2007-03-24,3,PV_ALL,train
2007-03-25,3,PV_ALL,train
2007-03-26,3,PV_ALL,train
2007-03-27,3,PV_ALL,train
2007-03-28,3,PV_ALL,train
2007-03-29,3,PV_ALL,train
2007-03-30,1,PV_ALL,train
2007-03-31,3,PV_ALL,train
2007-04-01,3,PV_ALL,train
2007-04-02,3,PV_ALL,train
2007-04-03,3,PV_ALL,train
2007-04-04,1,PV_ALL,train
2007-04-05,3,PV_ALL,train
2007-04-06,3,PV_ALL,train
2007-04-07,3,PV_ALL,train
2007-04-08,1,PV_ALL,train
2007-04-09,3,PV_ALL,train
2007-04-10,3,PV_ALL,train
2007-04-11,3,PV_ALL,train
2007-04-12,3,PV_ALL,train
2007-04-13,3,PV_ALL,train
2007-04-14,3,PV_ALL,train
2007-04-15,2,PV_ALL,train
2007-04-16,1,PV_ALL,train
2007-04-17,0,PV_ALL,train
2007-04-18,3,PV_ALL,train
2007-04-19,1,PV_ALL,train
2007-04-20,0,PV_ALL,train
2007-04-21,0,PV_ALL,train
2007-04-22,3,PV_ALL,train
2007-04-23,3,PV_ALL,train
2007-04-24,3,PV_ALL,train
2007-04-25,1,PV_ALL,train
2007-04-26,0,PV_ALL,train
2007-04-27,1,PV_ALL,train
2007-04-28,3,PV_ALL,train
2007-04-29,3,PV_ALL,train
2007-04-30,3,PV_ALL,train
2007-05-01,1,PV_ALL,train
2007-05-02,1,PV_ALL,train
2007-05-03,1,PV_ALL,train
2007-05-04,1,PV_ALL,train
2007-05-05,1,PV_ALL,train
2007-05-06,1,PV_ALL,train
2007-05-07,1,PV_ALL,train
2007-05-08,1,PV_ALL,train
2007-05-09,1,PV_ALL,train
2007-05-10,1,PV_ALL,train
2007-05-11,1,PV_ALL,train
2007-05-12,1,PV_ALL,train
2007-05-13,1,PV_ALL,train
2007-05-14,1,PV_ALL,train
2007-05-15,1,PV_ALL,train
2007-05-16,1,PV_ALL,train
2007-05-17,1,PV_ALL,train
2007-05-18,1,PV_ALL,train
2007-05-19,1,PV_ALL,train
2007-05-20,1,PV_ALL,train
2007-05-21,1,PV_ALL,train
2007-05-22,1,PV_ALL,train
2007-05-23,1,PV_ALL,train
2007-05-24,2,PV_ALL,train
2007-05-25,2,PV_ALL,train
2007-05-26,1,PV_ALL,train
2007-05-27,1,PV_ALL,train
2007-05-28,1,PV_ALL,train
2007-05-29,1,PV_ALL,train
2007-05-30,1,PV_ALL,train
2007-05-31,1,PV_ALL,train
2007-06-01,1,PV_ALL,train
2007-06-02,1,PV_ALL,train
2007-06-03,1,PV_ALL,train
2007-06-04,1,PV_ALL,train
2007-06-05,1,PV_ALL,train
2007-06-06,1,PV_ALL,train
2007-06-07,2,PV_ALL,train
2007-06-08,1,PV_ALL,train
2007-06-09,1,PV_ALL,train
2007-06-10,1,PV_ALL,train
2007-06-11,1,PV_ALL,train
2007-06-12,1,PV_ALL,train
2007-06-13,1,PV_ALL,train
2007-06-14,1,PV_ALL,train
2007-06-15,1,PV_ALL,train
2007-06-16,1,PV_ALL,train
2007-06-17,1,PV_ALL,train
2007-06-18,1,PV_ALL,train
2007-06-19,1,PV_ALL,train
2007-06-20,1,PV_ALL,train
2007-06-21,1,PV_ALL,train
2007-06-22,1,PV_ALL,train
2007-06-23,1,PV_ALL,train
2007-06-24,1,PV_ALL,train
2007-06-25,1,PV_ALL,train
2007-06-26,1,PV_ALL,train
2007-06-27,2,PV_ALL,train
2007-06-28,2,PV_ALL,train
2007-06-29,1,PV_ALL,train
2007-06-30,1,PV_ALL,train
2007-07-01,1,PV_ALL,train
2007-07-02,1,PV_ALL,train
2007-07-03,1,PV_ALL,train
2007-07-04,1,PV_ALL,train
2007-07-05,1,PV_ALL,train
2007-07-06,1,PV_ALL,train
2007-07-07,1,PV_ALL,train
2007-07-08,1,PV_ALL,train
2007-07-09,1,PV_ALL,train
2007-07-10,1,PV_ALL,train
2007-07-11,1,PV_ALL,train
2007-07-12,1,PV_ALL,train
2007-07-13,1,PV_ALL,train
2007-07-14,1,PV_ALL,train
2007-07-15,1,PV_ALL,train
2007-07-16,1,PV_ALL,train
2007-07-17,1,PV_ALL,train
2007-07-18,1,PV_ALL,train
2007-07-19,1,PV_ALL,train
2007-07-20,1,PV_ALL,train
2007-07-21,2,PV_ALL,train
2007-07-22,1,PV_ALL,train
2007-07-23,1,PV_ALL,train
2007-07-24,1,PV_ALL,train
2007-07-25,1,PV_ALL,train
2007-07-26,1,PV_ALL,train
2007-07-27,1,PV_ALL,train
2007-07-28,1,PV_ALL,train
2007-07-29,1,PV_ALL,train
2007-07-30,1,PV_ALL,train
2007-07-31,1,PV_ALL,train
2007-08-01,1,PV_ALL,train
2007-08-02,1,PV_ALL,train
2007-08-03,1,PV_ALL,train
2007-08-04,1,PV_ALL,train
2007-08-05,1,PV_ALL,train
2007-08-06,1,PV_ALL,train
2007-08-07,1,PV_ALL,train
2007-08-08,1,PV_ALL,train
2007-08-09,1,PV_ALL,train
2007-08-10,1,PV_ALL,train
2007-08-11,1,PV_ALL,train
2007-08-12,1,PV_ALL,train
2007-08-13,1,PV_ALL,train
2007-08-14,1,PV_ALL,train
2007-08-15,1,PV_ALL,train
2007-08-16,1,PV_ALL,train
2007-08-17,2,PV_ALL,train
2007-08-18,2,PV_ALL,train
2007-08-19,2,PV_ALL,train
2007-08-20,1,PV_ALL,train
2007-08-21,2,PV_ALL,train
2007-08-22,2,PV_ALL,train
2007-08-23,1,PV_ALL,train
2007-08-24,3,PV_ALL,train
2007-08-25,3,PV_ALL,train
2007-08-26,3,PV_ALL,train
2007-08-27,3,PV_ALL,train
2007-08-28,3,PV_ALL,train
2007-08-29,3,PV_ALL,train
2007-08-30,3,PV_ALL,train
2007-08-31,3,PV_ALL,train
2007-09-01,3,PV_ALL,train
2007-09-02,3,PV_ALL,train
2007-09-03,3,PV_ALL,train
2007-09-04,3,PV_ALL,train
2007-09-05,3,PV_ALL,train
2007-09-06,3,PV_ALL,train
2007-09-07,3,PV_ALL,train
2007-09-08,1,PV_ALL,train
2007-09-09,1,PV_ALL,train
2007-09-10,1,PV_ALL,train
2007-09-11,1,PV_ALL,train
2007-09-12,1,PV_ALL,train
2007-09-13,1,PV_ALL,train
2007-09-14,1,PV_ALL,train
2007-09-15,1,PV_ALL,train
2007-09-16,3,PV_ALL,train
2007-09-17,3,PV_ALL,train
2007-09-18,1,PV_ALL,train
2007-09-19,1,PV_ALL,train
2007-09-20,1,PV_ALL,train
2007-09-21,2,PV_ALL,train
2007-09-22,1,PV_ALL,train
2007-09-23,1,PV_ALL,train
2007-09-24,3,PV_ALL,train
2007-09-25,3,PV_ALL,train
2007-09-26,3,PV_ALL,train
2007-09-27,3,PV_ALL,train
2007-09-28,3,PV_ALL,train
2007-09-29,3,PV_ALL,train
2007-09-30,3,PV_ALL,train
2007-10-01,3,PV_ALL,train
2007-10-02,3,PV_ALL,train
2007-10-03,3,PV_ALL,train
2007-10-04,1,PV_ALL,train
2007-10-05,3,PV_ALL,train
2007-10-06,3,PV_ALL,train
2007-10-07,3,PV_ALL,train
2007-10-08,3,PV_ALL,train
2007-10-09,1,PV_ALL,train
2007-10-10,2,PV_ALL,train
2007-10-11,1,PV_ALL,train
2007-10-12,3,PV_ALL,train
2007-10-13,3,PV_ALL,train
2007-10-14,3,PV_ALL,train
2007-10-15,3,PV_ALL,train
2007-10-16,2,PV_ALL,train
2007-10-17,2,PV_ALL,train
2007-10-18,3,PV_ALL,train
2007-10-19,3,PV_ALL,train
2007-10-20,1,PV_ALL,train
2007-10-21,1,PV_ALL,train
2007-10-22,3,PV_ALL,train
2007-10-23,3,PV_ALL,train
2007-10-24,3,PV_ALL,train
2007-10-25,1,PV_ALL,train
2007-10-26,3,PV_ALL,train
2007-10-27,3,PV_ALL,train
2007-10-28,3,PV_ALL,train
2007-10-29,3,PV_ALL,train
2007-10-30,3,PV_ALL,train
2007-10-31,2,PV_ALL,train
2007-11-01,3,PV_ALL,train
2007-11-02,3,PV_ALL,train
2007-11-03,3,PV_ALL,train
2007-11-04,3,PV_ALL,train
2007-11-05,3,PV_ALL,train
2007-11-06,3,PV_ALL,train
2007-11-07,3,PV_ALL,train
2007-11-08,3,PV_ALL,train
2007-11-09,3,PV_ALL,train
2007-11-10,3,PV_ALL,train
2007-11-11,1,PV_ALL,train
2007-11-12,3,PV_ALL,train
2007-11-13,3,PV_ALL,train
2007-11-14,3,PV_ALL,train
2007-11-15,3,PV_ALL,train
2007-11-16,3,PV_ALL,train
2007-11-17,3,PV_ALL,train
2007-11-18,0,PV_ALL,train
2007-11-19,0,PV_ALL,train
2007-11-20,1,PV_ALL,train
2007-11-21,3,PV_ALL,train
2007-11-22,3,PV_ALL,train
2007-11-23,0,PV_ALL,train
2007-11-24,0,PV_ALL,train
2007-11-25,3,PV_ALL,train
2007-11-26,3,PV_ALL,train
2007-11-27,3,PV_ALL,train
2007-11-28,3,PV_ALL,train
2007-11-29,3,PV_ALL,train
2007-11-30,3,PV_ALL,train
2007-12-01,0,PV_ALL,train
2007-12-02,3,PV_ALL,train
2007-12-03,3,PV_ALL,train
2007-12-04,3,PV_ALL,train
2007-12-05,0,PV_ALL,train
2007-12-06,3,PV_ALL,train
2007-12-07,1,PV_ALL,train
2007-12-08,1,PV_ALL,train
2007-12-09,3,PV_ALL,train
2007-12-10,3,PV_ALL,train
2007-12-11,3,PV_ALL,train
2007-12-12,1,PV_ALL,train
2007-12-13,0,PV_ALL,train
2007-12-14,3,PV_ALL,train
2007-12-15,3,PV_ALL,train
2007-12-16,0,PV_ALL,train
2007-12-17,0,PV_ALL,train
2007-12-18,3,PV_ALL,train
2007-12-19,3,PV_ALL,train
2007-12-20,3,PV_ALL,train
2007-12-21,3,PV_ALL,train
2007-12-22,3,PV_ALL,train
2007-12-23,3,PV_ALL,train
2007-12-24,0,PV_ALL,train
2007-12-25,0,PV_ALL,train
2007-12-26,0,PV_ALL,train
2007-12-27,3,PV_ALL,train
2007-12-28,0,PV_ALL,train
2007-12-29,0,PV_ALL,train
2007-12-30,0,PV_ALL,train
2007-12-31,3,PV_ALL,train
2008-01-01,1,PV_ALL,train
2008-01-02,1,PV_ALL,train
2008-01-03,3,PV_ALL,train
2008-01-04,3,PV_ALL,train
2008-01-05,3,PV_ALL,train
2008-01-06,1,PV_ALL,train
2008-01-07,3,PV_ALL,train
2008-01-08,3,PV_ALL,train
2008-01-09,0,PV_ALL,train
2008-01-10,3,PV_ALL,train
2008-01-11,0,PV_ALL,train
2008-01-12,3,PV_ALL,train
2008-01-13,0,PV_ALL,train
2008-01-14,3,PV_ALL,train
2008-01-15,3,PV_ALL,train
2008-01-16,1,PV_ALL,train
2008-01-17,0,PV_ALL,train
2008-01-18,3,PV_ALL,train
2008-01-19,3,PV_ALL,train
2008-01-20,0,PV_ALL,train
2008-01-21,0,PV_ALL,train
2008-01-22,3,PV_ALL,train
2008-01-23,0,PV_ALL,train
2008-01-24,3,PV_ALL,train
2008-01-25,0,PV_ALL,train
2008-01-26,3,PV_ALL,train
2008-01-27,1,PV_ALL,train
2008-01-28,3,PV_ALL,train
2008-01-29,3,PV_ALL,train
2008-01-30,3,PV_ALL,train
2008-01-31,3,PV_ALL,train
2008-02-01,3,PV_ALL,train
2008-02-02,3,PV_ALL,train
2008-02-03,3,PV_ALL,train
2008-02-04,3,PV_ALL,train
2008-02-05,3,PV_ALL,train
2008-02-06,1,PV_ALL,train
2008-02-07,3,PV_ALL,train
2008-02-08,0,PV_ALL,train
2008-02-09,3,PV_ALL,train
2008-02-10,0,PV_ALL,train
2008-02-11,3,PV_ALL,train
2008-02-12,1,PV_ALL,train
2008-02-13,1,PV_ALL,train
2008-02-14,1,PV_ALL,train
2008-02-15,3,PV_ALL,train
2008-02-16,1,PV_ALL,train
2008-02-17,1,PV_ALL,train
2008-02-18,3,PV_ALL,train
2008-02-19,0,PV_ALL,train
2008-02-20,3,PV_ALL,train
2008-02-21,0,PV_ALL,train
2008-02-22,3,PV_ALL,train
2008-02-23,3,PV_ALL,train
2008-02-24,3,PV_ALL,train
2008-02-25,3,PV_ALL,train
2008-02-26,1,PV_ALL,train
2008-02-27,3,PV_ALL,train
2008-02-28,0,PV_ALL,train
2008-02-29,2,PV_ALL,train
2008-03-01,1,PV_ALL,train
2008-03-02,3,PV_ALL,train
2008-03-03,3,PV_ALL,train
2008-03-04,3,PV_ALL,train
2008-03-05,1,PV_ALL,train
2008-03-06,1,PV_ALL,train
2008-03-07,1,PV_ALL,train
2008-03-08,0,PV_ALL,train
2008-03-09,3,PV_ALL,train
2008-03-10,3,PV_ALL,train
2008-03-11,0,PV_ALL,train
2008-03-12,3,PV_ALL,train
2008-03-13,3,PV_ALL,train
2008-03-14,3,PV_ALL,train
2008-03-15,3,PV_ALL,train
2008-03-16,3,PV_ALL,train
2008-03-17,3,PV_ALL,train
2008-03-18,3,PV_ALL,train
2008-03-19,2,PV_ALL,train
2008-03-20,3,PV_ALL,train
2008-03-21,3,PV_ALL,train
2008-03-22,3,PV_ALL,train
2008-03-23,3,PV_ALL,train
2008-03-24,3,PV_ALL,train
2008-03-25,3,PV_ALL,train
2008-03-26,3,PV_ALL,train
2008-03-27,3,PV_ALL,train
2008-03-28,3,PV_ALL,train
2008-03-29,3,PV_ALL,train
2008-03-30,3,PV_ALL,train
2008-03-31,3,PV_ALL,train
2008-04-01,1,PV_ALL,train
2008-04-02,3,PV_ALL,train
2008-04-03,3,PV_ALL,train
2008-04-04,3,PV_ALL,train
2008-04-05,3,PV_ALL,train
2008-04-06,3,PV_ALL,train
2008-04-07,2,PV_ALL,train
2008-04-08,3,PV_ALL,train
2008-04-09,3,PV_ALL,train
2008-04-10,3,PV_ALL,train
2008-04-11,3,PV_ALL,train
2008-04-12,3,PV_ALL,train
2008-04-13,3,PV_ALL,train
2008-04-14,1,PV_ALL,train
2008-04-15,3,PV_ALL,train
2008-04-16,3,PV_ALL,train
2008-04-17,3,PV_ALL,train
2008-04-18,1,PV_ALL,train
2008-04-19,1,PV_ALL,train
2008-04-20,1,PV_ALL,train
2008-04-21,1,PV_ALL,train
2008-04-22,1,PV_ALL,train
2008-04-23,1,PV_ALL,train
2008-04-24,1,PV_ALL,train
2008-04-25,1,PV_ALL,train
2008-04-26,1,PV_ALL,train
2008-04-27,1,PV_ALL,train
2008-04-28,1,PV_ALL,train
2008-04-29,1,PV_ALL,train
2008-04-30,1,PV_ALL,train
2008-05-01,1,PV_ALL,train
2008-05-02,1,PV_ALL,train
2008-05-03,1,PV_ALL,train
2008-05-04,1,PV_ALL,train
2008-05-05,1,PV_ALL,train
2008-05-06,1,PV_ALL,train
2008-05-07,1,PV_ALL,train
2008-05-08,1,PV_ALL,train
2008-05-09,1,PV_ALL,train
2008-05-10,1,PV_ALL,train
2008-05-11,1,PV_ALL,train
2008-05-12,1,PV_ALL,train
2008-05-13,2,PV_ALL,train
2008-05-14,1,PV_ALL,train
2008-05-15,1,PV_ALL,train
2008-05-16,1,PV_ALL,train
2008-05-17,1,PV_ALL,train
2008-05-18,1,PV_ALL,train
2008-05-19,1,PV_ALL,train
2008-05-20,1,PV_ALL,train
2008-05-21,1,PV_ALL,train
2008-05-22,1,PV_ALL,train
2008-05-23,2,PV_ALL,train
2008-05-24,2,PV_ALL,train
2008-05-25,1,PV_ALL,train
2008-05-26,1,PV_ALL,train
2008-05-27,1,PV_ALL,train
2008-05-28,1,PV_ALL,train
2008-05-29,1,PV_ALL,train
2008-05-30,1,PV_ALL,train
2008-05-31,1,PV_ALL,train
2008-06-01,1,PV_ALL,train
2008-06-02,1,PV_ALL,train
2008-06-03,1,PV_ALL,train
2008-06-04,1,PV_ALL,train
2008-06-05,1,PV_ALL,train
2008-06-06,1,PV_ALL,train
2008-06-07,1,PV_ALL,train
2008-06-08,1,PV_ALL,train
2008-06-09,1,PV_ALL,train
2008-06-10,1,PV_ALL,train
2008-06-11,2,PV_ALL,train
2008-06-12,2,PV_ALL,train
2008-06-13,1,PV_ALL,train
2008-06-14,1,PV_ALL,train
2008-06-15,1,PV_ALL,train
2008-06-16,1,PV_ALL,train
2008-06-17,1,PV_ALL,train
2008-06-18,1,PV_ALL,train
2008-06-19,1,PV_ALL,train
2008-06-20,1,PV_ALL,train
2008-06-21,1,PV_ALL,train
2008-06-22,1,PV_ALL,train
2008-06-23,2,PV_ALL,train
2008-06-24,1,PV_ALL,train
2008-06-25,1,PV_ALL,train
2008-06-26,1,PV_ALL,train
2008-06-27,1,PV_ALL,train
2008-06-28,1,PV_ALL,train
2008-06-29,1,PV_ALL,train
2008-06-30,2,PV_ALL,train
2008-07-01,1,PV_ALL,train
2008-07-02,1,PV_ALL,train
2008-07-03,1,PV_ALL,train
2008-07-04,1,PV_ALL,train
2008-07-05,1,PV_ALL,train
2008-07-06,1,PV_ALL,train
2008-07-07,1,PV_ALL,train
2008-07-08,1,PV_ALL,train
2008-07-09,1,PV_ALL,train
2008-07-10,1,PV_ALL,train
2008-07-11,1,PV_ALL,train
2008-07-12,1,PV_ALL,train
2008-07-13,1,PV_ALL,train
2008-07-14,1,PV_ALL,train
2008-07-15,1,PV_ALL,train
2008-07-16,1,PV_ALL,train
2008-07-17,1,PV_ALL,train
2008-07-18,1,PV_ALL,train
2008-07-19,1,PV_ALL,train
2008-07-20,1,PV_ALL,train
2008-07-21,1,PV_ALL,train
2008-07-22,1,PV_ALL,train
2008-07-23,1,PV_ALL,train
2008-07-24,1,PV_ALL,train
2008-07-25,1,PV_ALL,train
2008-07-26,1,PV_ALL,train
2008-07-27,1,PV_ALL,train
2008-07-28,1,PV_ALL,train
2008-07-29,2,PV_ALL,train
2008-07-30,1,PV_ALL,train
2008-07-31,1,PV_ALL,train
2008-08-01,2,PV_ALL,train
2008-08-02,2,PV_ALL,train
2008-08-03,2,PV_ALL,train
2008-08-04,2,PV_ALL,train
2008-08-05,2,PV_ALL,train
2008-08-06,2,PV_ALL,train
2008-08-07,1,PV_ALL,train
2008-08-08,1,PV_ALL,train
2008-08-09,1,PV_ALL,train
2008-08-10,1,PV_ALL,train
