date,cluster,group,split
2007-11-04,2,WEEKEND,train
2007-11-10,3,WEEKEND,train
2007-11-11,2,WEEKEND,train
2007-11-17,0,WEEKEND,train
2007-11-18,2,WEEKEND,train
2007-11-24,4,WEEKEND,train
2007-11-25,2,WEEKEND,train
2007-12-01,3,WEEKEND,train
2007-12-02,5,WEEKEND,train
2007-12-08,0,WEEKEND,train
2007-12-09,0,WEEKEND,train
2007-12-15,3,WEEKEND,train
2007-12-16,0,WEEKEND,train
2007-12-22,3,WEEKEND,train
2007-12-23,0,WEEKEND,train
2007-12-29,5,WEEKEND,train
2007-12-30,0,WEEKEND,train
2008-01-05,0,WEEKEND,train
2008-01-06,2,WEEKEND,train
2008-01-12,3,WEEKEND,train
2008-01-13,5,WEEKEND,train
2008-01-19,0,WEEKEND,train
2008-01-20,2,WEEKEND,train
2008-01-26,3,WEEKEND,train
2008-01-27,0,WEEKEND,train
2008-02-02,3,WEEKEND,train
2008-02-03,2,WEEKEND,train
2008-02-09,2,WEEKEND,train
2008-02-10,0,WEEKEND,train
2008-02-16,0,WEEKEND,train
2008-02-17,2,WEEKEND,train
2008-02-23,0,WEEKEND,train
2008-02-24,1,WEEKEND,train
2008-03-01,1,WEEKEND,train
2008-03-02,4,WEEKEND,train
2008-03-08,0,WEEKEND,train
2008-03-09,2,WEEKEND,train
2008-03-15,4,WEEKEND,train
2008-03-16,2,WEEKEND,train
2008-03-22,0,WEEKEND,train
2008-03-23,0,WEEKEND,train
2008-03-29,3,WEEKEND,train
2008-03-30,2,WEEKEND,train
2008-04-05,2,WEEKEND,train
2008-04-06,2,WEEKEND,train
2008-04-12,3,WEEKEND,train
2008-04-13,2,WEEKEND,train
2008-04-19,2,WEEKEND,train
2008-04-20,2,WEEKEND,train
2008-04-26,1,WEEKEND,train
2008-04-27,1,WEEKEND,train
2008-05-03,1,WEEKEND,train
2008-05-04,2,WEEKEND,train
2008-05-10,4,WEEKEND,train
2008-05-11,4,WEEKEND,train
2008-05-17,4,WEEKEND,train
2008-05-18,2,WEEKEND,train
2008-05-24,4,WEEKEND,train
2008-05-25,2,WEEKEND,train
2008-05-31,4,WEEKEND,train
2008-06-01,2,WEEKEND,train
2008-06-07,4,WEEKEND,train
2008-06-08,2,WEEKEND,train
2008-06-14,4,WEEKEND,train
2008-06-15,0,WEEKEND,train
2008-06-21,4,WEEKEND,train
2008-06-22,4,WEEKEND,train
2008-06-28,4,WEEKEND,train
2008-06-29,1,WEEKEND,train
2008-07-05,4,WEEKEND,train
2008-07-06,4,WEEKEND,train
2008-07-12,4,WEEKEND,train
2008-07-13,4,WEEKEND,train
2008-07-19,4,WEEKEND,train
2008-07-20,1,WEEKEND,train
2008-07-26,1,WEEKEND,train
2008-07-27,4,WEEKEND,train
2008-08-02,1,WEEKEND,train
2008-08-03,1,WEEKEND,train
2008-08-09,1,WEEKEND,train
2008-08-10,1,WEEKEND,train
